,Datetime,Tweet Id,Text,Username
18,2022-09-20 21:56:30+00:00,1572343972177276929,@bcraaum @LeesaRaaum God will heal your Heart... and one day you will be together again. https://t.co/VgUXHKRSnO,WaspHopper
19,2022-09-20 21:50:41+00:00,1572342510596378624,"Sagittarius ♐️ 🏹 Channeled Message 🔮

Channeled song “nothing gonna hurt you” by cigarettes after sex 

• you are feeling your emotions which is helping you heal. you must know that you are protected by the divine. everything that left your life was meant to.. you’re safe.",lilahrheavi0
20,2022-09-20 21:27:45+00:00,1572336735593562113,@Sarah_E_Wood88 In time he will help heal your heart and bring as much joy as Ralph!,NoraFarr
21,2022-09-20 20:45:23+00:00,1572326074591354881,"ITS KILL OR BE KILLED , NOT HEAL OR BE HEALED . #dobetter #jussayin",MoorhippyxMac
22,2022-09-20 20:43:05+00:00,1572325497580974080,"Isn’t it amazing an organic, vitamin light photon particles of oxygen to heal all ailments through air. Billions of particles inhaled will circulate like electro lites throughout the body healing daily. These particles promote light &amp; healing &amp; intelligence.",Advinc1Melanie
23,2022-09-20 20:35:51+00:00,1572323674761625601,"@treylance09 condolences 🙏 

heal STRONGER 👏",MarkDavis8919
24,2022-09-20 20:21:33+00:00,1572320079454281728,"@RolandMazzucch3 @curtquin @stormscomming @abryendawgman @thedelitesite It back into your body, working like your lungs &amp; heart do. The thing is, a lot of people with Covid had their lungs so badly damaged they were essentially burnt beyond repair. We'd put them on ECMO to try to heal their lungs but in reality it was a way to let them say goodbye 6/",AustenMu
25,2022-09-20 19:57:09+00:00,1572313936870998018,"The 7 strains plaguing the minds of all human cultures throughout natural✝️ime here in Earth history. Humanity was provided a HEALTHY living OASIS of NaturalDivineResources in order that ALL SOULS are nurtured HOME to Eden
Heal ALLSOULS TOGETHER in strength &amp; ♎️u✝️gr😇w WEAKNESS",enlightenik
26,2022-09-20 19:56:40+00:00,1572313815450255360,Ughhh just wait for my titties to heal 👅😍,prettyysydneyy
27,2022-09-20 19:49:18+00:00,1572311962264145920,"Sometimes God doesn't heal, and other times He does. #HisTiming",suchweresomeofu
28,2022-09-20 19:48:26+00:00,1572311743954821121,"Karmic Cycles will close out no matter what. We all have free will but energy is energy and cycles begin and end as the Divine sees fit. Those who don't do the Shadow Work will keep being hit by towers (basically, life will continue to worsen) until they do their Inner Work, Heal",EmpressDF222
29,2022-09-20 19:46:49+00:00,1572311335404244992,@iamblackbear Hey it's okay!!! Life happens! Take the time you need to heal and well party again when you're back to yourself!! Get well soon Bear!!,DaniPaddock
30,2022-09-20 19:42:50+00:00,1572310333360046080,"It's time to HEAL THE HUMAN CONDITION,
THE REAL ""FALL FROM GRACE"" KEEPING HUMANS QUARANTINED WI✝️HIN THE LIVING EARTH SANCTUARIUM.
START FACING TRUTH&amp;HELP HEAL THE REAL PLAGUE OF EVIL🧠AFFLICTI🌏N.
RISE ABOVE&amp;BEYOND DOUBT,SHAME,PRIDE,EMBARASSMENT OR FEAR
ONES'OWN PARASITIC'WYRMS'",enlightenik
31,2022-09-20 19:02:15+00:00,1572300122435862531,Heal yourself so the people that come into your life don’t have to deal with the unhealed version of you.,_heathens
32,2022-09-20 18:43:11+00:00,1572295323388899331,"Took a while against quest priest, the quest that need to heal 15 health. #Hearthstone https://t.co/rDjzkYGsmw",spidyvanguard
33,2022-09-20 18:40:40+00:00,1572294690845888513,"Statement on Carlos Francisco Diaz Charged With Arson in Victory Baptist Church Fire:
 
“A church is a sanctuary, a place of worship, a place to heal and most of all a place to come together for the betterment of the community. The fire at the historic Victory Baptist Church…",LADAOffice
34,2022-09-20 18:37:01+00:00,1572293772129730562,"@johncusack The logic is the frame work n the foundation to all ""evil"" if we accept the logic an understanding we can evolve n heal. Ita a concept many in your rank n status can't fathom because of the life you live n lead. You won't change until it hurts. https://t.co/9DzkfFHk7M",QueenAkassya
35,2022-09-20 18:31:28+00:00,1572292376236036099,Anyone playing the Apex update tested if the new heal animation is slower?,WhyyTom
36,2022-09-20 18:08:02+00:00,1572286476607524866,I don’t agree as there is no way to heal this but to temporary suppressed,deliaroma8
37,2022-09-20 18:02:52+00:00,1572285178755829760,"We need to heal our communities by ending death by incarceration. 

Life sentences are death sentences. https://t.co/2vj2b88z0q",PaHouseDems
38,2022-09-20 17:56:02+00:00,1572283458952593408,"When I first started healing I just kept questioning why &amp; how all of these things I’m doing to heal is gonna work cause I felt so stuck &amp; one day it hits &amp; life just starts to make sense again, have faith 🙏🏼",danyelleeeXOXO
39,2022-09-20 17:43:53+00:00,1572280398755008518,@dKostaOfficial My teacher. “Heal Your Life” has taught me so much and I continue to learn every day. https://t.co/MHi8ERdVII,JoseLuisCarb
40,2022-09-20 17:26:15+00:00,1572275961282035713,You gotta let go of childhood insecurities. Do the work to find the root and heal. All y’all weirdo ass adults is just really hurt on the inside.,uptowngetmoney_
41,2022-09-20 17:15:59+00:00,1572273378727432193,"@D_B_Harrison And that’s ok African Americans have support of the United Nations who just outlined US owes reparations to heal this country.. folks keep marching forward #ADOS 

https://t.co/F6thFQf8Fk",youngblood_n
42,2022-09-20 16:59:47+00:00,1572269300643254273,Thing about having a healthy relationship is having your mind made up and you stay ready. Communication and understand is big to. We all have our affiliation and people work through heal and become better people together,MRDNJ
43,2022-09-20 16:33:37+00:00,1572262715057389570,Jesus is A Healer !!! Please Heal,silly_mail
44,2022-09-20 16:25:56+00:00,1572260781617717249,The soul always knows what to do to heal itself.  The challenge is to silence the mind.,ashleyontingz
45,2022-09-20 16:24:15+00:00,1572260360941604865,"Painfully true. While I’m proud of my journey thus far, the south inflicted so much unspoken trauma and damage from which I continue to grapple and heal. https://t.co/WP8meFdPbc",whatsayJK
46,2022-09-20 16:21:02+00:00,1572259549574483969,"@Tam_Anne7 @pamela_sue333 True, time doesn’t heal anything, I believe healing can happen through other means, but just by years going back ain’t it.",NoSeanForros
47,2022-09-20 15:57:28+00:00,1572253620007014402,@hostagehoosier At least babies heal fast!,buelldawg
48,2022-09-20 15:33:25+00:00,1572247566758326273,Herbs heal pharmaceuticals side effects are scary legalize my medicine marijuana edibles no seizures 9++ years side effects freedom is special https://t.co/dznuk78PcS,GMOsbad
49,2022-09-20 15:32:02+00:00,1572247217075003392,@cgbosslady1 Covid really sucks it out of you! It takes a long time to heal sometimes. Sending many healing hugs🤗🤗🤗🤗 https://t.co/CrLH2gZi7F,FrecklesXX20
50,2022-09-20 15:28:49+00:00,1572246408949792769,"@SchmittJoanne My condolences to you on the loss of your mother. I lost my mom 1 yr. ago on 9/28. She did see her birthday on 9/7, 93 yrs. old. May your mom rest in peace. Take care as you grieve and begin to heal. 😔❤",audballcaudball
51,2022-09-20 15:22:00+00:00,1572244693194506244,"@TheTitanBaddie Yup! Whole time I was thinking, “Kelly…your foot better heal asap, girl.” Lol",CatchGifUCan
52,2022-09-20 15:20:06+00:00,1572244216578977793,They don’t wanna give you time to heal they just wanna bleed u dry fr !,DarringtonSweat
53,2022-09-20 15:05:26+00:00,1572240522693021697,I don’t want anything I had to heal from,IAMSieSmith
54,2022-09-20 15:01:35+00:00,1572239556258430978,@tearsintherain1 Damage a person can heal from. I’ll leave it up to your own imagination to think of situations where that’s not possible.,DataRemixed
55,2022-09-20 14:40:39+00:00,1572234289156325379,"@BruceEdmunds Heal fast and strong young man. Don’t listen to the haters. You’re gonna be ballin out in no time. I’m a Packer backer, but I’ve see the talent, and can appreciate. God speed.",lemdog68
56,2022-09-20 14:25:44+00:00,1572230533043875843,"@LouakaGhost Eleven years and you adjust, but never heal. Weird things are still triggers for the heartache. I have learned some through the process, but the fact still remains that he is gone and I'll never be the same.

#fuckcancer
#HST6711 https://t.co/IppzGxZzR8",shell895
57,2022-09-20 14:17:01+00:00,1572228340844728321,@AnneMooreorLess Sending a guardian angel to heal you and give your medical team inspiration and determination to heal you rapidly. https://t.co/Nxs7ZbTtgy,surfelvistx
58,2022-09-20 13:54:22+00:00,1572222640974086144,"@Walking_Weapon Thank you for supporting my friends @hostwththemost and @jeffwatson25 of the @InsidersPW Podcast...

They came into my life during one of the worst times a person can experience in the form of the loss of a spouse and their friendship helped heal my broken heart.",KittyDaddy1622
59,2022-09-20 13:48:12+00:00,1572221090021408769,"@PClarkeMD Sending one of my guardian angels to you to watch over you, heal you, and give your medical team inspiration and  determination to cure you once and forever.",surfelvistx
60,2022-09-20 13:31:37+00:00,1572216914340089856,Heal the soul so your mind could be Stable‼️ https://t.co/gIttXibxVx #Healing #soul #affirm #AWAKENING #consciousness #mindset #Amazon #BlackOwnedBusiness #branding #Journaling #setintentions #writeitdown #ShopMyCloset #CEO https://t.co/0n8BO41HCV,HOEpodcast_
61,2022-09-20 13:18:12+00:00,1572213539544399874,"You had a shifty childhood? Most of us did,  how long u gonna hold on to that?  Stop placing blame and heal yourself!",BlesStrib
62,2022-09-20 13:18:08+00:00,1572213523173855234,@DianeM929 So sorry. May your heart heal soon.,saracarterok
63,2022-09-20 12:53:11+00:00,1572207244233834496,@treylance09 Rough end to your season man. Rest and heal up. Next year you can pick up where ya left off. GO NINERS,DaveSwinks69
64,2022-09-20 12:50:37+00:00,1572206597929312264,@iDavey @stickysweett1 @DanesWorld_ I totally agree with you. Can’t tell people how to grieve nor how to heal 😵‍💫,rayne_justin
65,2022-09-20 12:44:20+00:00,1572205014596059136,SA is something that takes a lifetime to heal from.,e_meli777
66,2022-09-20 12:40:47+00:00,1572204121158975489,His hand May no longer heal you by the time,Johnnybrain7
67,2022-09-20 12:26:02+00:00,1572200410827427841,I was just saying the other day that men hate being alone. After a relationship ends they move on so quick. Never taking time to heal. And thats why they try to guilt women in to lowering their standards because women have no problem being alone if it brings them peace https://t.co/gcLfc1TplI,DirteeSprite
68,2022-09-20 12:08:15+00:00,1572195935920459776,"During class last night, I announced my clinical niche: Sexual Trauma. One of my cohort members said, “I knew you we’re going into addiction. You need more excitement! You gon be rich as fuck too!” Thing is, sexual trauma almost killed me. I will help survivors HEAL AND LIVE!",NelsonQSpeaks
69,2022-09-20 11:29:39+00:00,1572186220897206272,"@DplorblyLogical @Trailblazer671 @Antman0704 I guess that’s why I’m like I am, I never let dogs fight. Yes, of course I have had a few stitches from it. They were my responsibility to heal and train so I break that shit up. No Fighting Tolerance",juliejacques67
70,2022-09-20 10:03:21+00:00,1572164501918871553,Thank you lord for the wake up call . Such a blessing to be able to wake and go to work . Please heal and comfort anyone who needs it .  Amen,NoelRey59298989
71,2022-09-20 09:52:38+00:00,1572161805836861441,"@FrHilderbrand Jesus, heal us. Heal your Church, the Body of Christ. 

Holy Spirit, gift us WISDOM. 

Blessed Mother Mary, cover us with your mantle.  Bless your Priests. Keep them Holy. 

Nuestra Señora de Guadalupe, ruega por nosotros. 

Amén. https://t.co/cYayPQgvWT",TheWordPeople
72,2022-09-20 09:44:12+00:00,1572159683108155392,"@FrHilderbrand May God heal the victims. 

May the Pope defrock clergy not worthy of the title of Father and stop perpetuating evil to “protect the Church at all costs”. 

May God heal the Church. https://t.co/F3fKClU62G",TheWordPeople
73,2022-09-20 09:35:48+00:00,1572157568667234304,POV Going on a drive just to heal💛 https://t.co/ivsJ5T0qWj,Theeneashhhh
74,2022-09-20 08:04:54+00:00,1572134693256167424,@isaguor @JudithNeile A daughter knows when her Daddy is down and hurting sometimes it's her smile or giggle to help him heal.,HeleneLace
75,2022-09-20 07:48:44+00:00,1572130625699586048,@eclipsethis2003 I like this Girl. We need more people TELLING THE TRUTH. No one seems to hear me say the Truth. But more like her  TELLING THE TRUTH we can heal,HeleneLace
76,2022-09-20 07:21:19+00:00,1572123724257828869,When I need a heal from @Booty_Flake https://t.co/X27oILEmrI,ebbinflow_
77,2022-09-20 06:54:12+00:00,1572116901383249921,"My body has recently shown me multiple ways it can heal physically and in the beauty of that, I have found faith in the promise of healing emotionally and spiritually.",PdotHALL
78,2022-09-20 06:45:50+00:00,1572114795544846339,"@BettyFordDog OK, Pearl. You have to heal from this... I know it's a lot, but we're pulling for you!",Terrible_TerriC
79,2022-09-20 06:19:11+00:00,1572108090186600448,No one can ever patch up the wounds that you’re meant to heal by yourself,n0t_prada
80,2022-09-20 06:03:09+00:00,1572104056092622848,"When we all get real, the world will heal!—————yessss",souadel1982
81,2022-09-20 05:54:57+00:00,1572101988808265729,"@darinromano2 @Titanbeard @Boncratious @FrancoizBmuzed @AdamKinzinger Let's see: feeds the poor, check. Heal the sick, check. Redistributes the wealth, check. Yeah, sorry, Jesus would be a socialist right now. And socialists don't break everything they touch, that is actually humans. Communism is perfect.... on paper. Not so much when humans do it.",Ackbar117
82,2022-09-20 05:42:03+00:00,1572098746070216704,@aabluedot Oh no! Hope you heal quickly.,dsyzdek
83,2022-09-20 05:39:29+00:00,1572098099627302914,distancing myself to heal&gt;,111_elianar
84,2022-09-20 05:34:41+00:00,1572096889511907330,The hardest part for many survivors of physical and sexual abuse is forgiving themselves. I’m finally no longer blaming myself. I finally forgave myself and ready to help more youth heal to live their best life after trauma. It’s never been about politics. I hope you can make it. https://t.co/0Gf0ivTSdk,crawfordatlarge
85,2022-09-20 04:55:10+00:00,1572086946645647361,I really don’t understand peoples’ obsession with sex. It really is the end all be all for some of ya’ll. Truly believe abstinence could really do some of y’all some good. Allow yourselves to heal. Sheesh https://t.co/SWZLRglniu,bbykaay317
86,2022-09-20 04:36:17+00:00,1572082193434054656,Hurt in private. Heal in silence. Glow in public. https://t.co/y0UAoKq1Rp,iLLectroBarbie
87,2022-09-20 04:12:13+00:00,1572076137186226176,"Side Pelvic Bone Was Obliterated And Had To Be ReBroken 3 Times To Heal Correctly , Getting 4th Nerves Palsy In My Left Eye Also Called A Lazy Eye, My Memory Is Touch &amp; Go And Eating Is All Dependent On If I Remember To Eat, And Since I No Longer Have An Appetite, I Forget A Lot.",Willbrr1974
88,2022-09-20 03:53:22+00:00,1572071395236118528,"Very sad for me personally.  Chris was a talent like few in this area back in the day ! 
Lord guide him , heal him . https://t.co/LfARAOYgMC",BigMatt1977
89,2022-09-20 03:45:46+00:00,1572069479663947777,"@Bunny8675309 @MrsGenX2 Yeah you know it took me lifetimes to come to grips with what I lost a child. It's why I harp so much on men's mental health. We can heal, it just takes a lot of hard, painful work but I know for a fact we can come out of it better",jebidiah_o
90,2022-09-20 03:35:03+00:00,1572066785318391808,@DoctorLindaB @TBGTNT @BarryHall9 @Tetrametracall1 @guettyastewart @Readerhal54 @Johnldeboer @nancybarfield @eleesha @GeorgeYuhasz @Quinnqueens @Irishgirl692 @h_craggs @Sarahte85787916 @The_Em_Vega @M_Cobbett71 @MarciaLynnPaul1 @PMotion21 @coachhemanti @EdelMcra @Debbyk65 @Hame1DM2020 @MichelleHugelm2 @Caro75Blue @KaceyKells @CaroLicar2 @LisaThomasBooks Yes it is dearest Linda. But is not just 'my' gift. Is part of Training anyone can do. We are all naturally gifted to heal if taught method that is natural. Just needed to add that to all the Amazing acknowledgement from you all&gt;Am deeply touched&amp;nourished by your wonderful words,Concerned4us
91,2022-09-20 03:32:28+00:00,1572066132366094336,"and this is why so many men never heal or grow bcuz they bounce from woman to woman without cutting one off before pursuing the next, they quite literally never give themselves time to be alone and reflect on their own https://t.co/okNaCkhiXB",elenaanne1996
92,2022-09-20 03:20:04+00:00,1572063012420259842,"“I am open and receptive to new avenues of income.”

And so it is ✨💰🙌🏽💵🕊
Asé Ometeotl Ahou 

🌵 Decolonize &amp; Heal
@propheticdreams.co 
#propheticdreamsco @ Inglewood, California https://t.co/vB6wDldghM",propheticdrmsco
93,2022-09-20 03:18:22+00:00,1572062585872080897,@Djack11_ thought and prayers Dane! Heal up fast and come back strong! Praying for ya and man!,Saszumigala
94,2022-09-20 03:10:40+00:00,1572060646535057408,@Rachel__Bush Watching your honey checking on him as he left the field… ❤️💙 I love our team and the love they have for each other!! 🙏🏻 Hoping all injuries heal quickly.,mrshuscher
95,2022-09-20 02:59:27+00:00,1572057825894875138,Heal Fast QB!!! https://t.co/eum8C53Yit,Wildcat_Mike
96,2022-09-20 02:49:42+00:00,1572055372151795712,"@Mzsweetcakes08 Nobody takes the time to heal, relax and release. The need for a person in their life means more then their mental stability.",SinatraShotcha
97,2022-09-20 02:39:20+00:00,1572052760971059201,@JBass323 @treylanceszn5 @AlSacco49 Sign Lamar Jackson and move on from both. Too good to be true. Trey has talent-has to heal up and learn how to be accurate. He couldn’t even do it in practice .,Fallingpauli
98,2022-09-20 02:33:20+00:00,1572051254242869248,@BuffaloBills Amazing job in all facets of the game!  Hope Dane and the other guys that went down are doing ok and heal up 🥰 #GoBills ❤️💙❤️,Crazy4OReilly90
99,2022-09-20 02:08:32+00:00,1572045013105905664,"Missing fingers, bleeding from the nose, sores that won’t heal, and passing out willy nilly. Somehow King Viserys is hanging in there 👀 
#DragonsYall #HouseOfTheDragon #HOTD 
@BlackGirlNerds https://t.co/PSJgVpPuiF",bArtbow
100,2022-09-20 02:03:46+00:00,1572043811173572609,@kemo_sabe48 @terrikern @joncoopertweets We got an extra day off from school on Monday for JFK’s funeral. The 21 plane salute flew right over my house and I ran outside to see it. It was very depressing. People loved him. Can never forget. Then The Beatles came to America and helped us heal in less than 2 months.,CathyWood24
101,2022-09-20 01:49:53+00:00,1572040319759171585,"I'm excited about the Alex Elle: HOW WE HEAL Tour - Gramercy Theatre, New York, NY - Tue, Nov 8. Who's in? https://t.co/LlQp5gU2bm",stacienewton
102,2022-09-20 01:42:19+00:00,1572038412928012288,More power!!! #redlight #heal @ Greenway Health Center https://t.co/S2KUweDG9U,drgregbarnes
103,2022-09-20 01:39:46+00:00,1572037771782688768,"We celebrate the cultures &amp; contributions  of our Latinx/Hispanic employees who inspire, support &amp; work to heal kids who’ve  endured sexual abuse, physical abuse, sexual exploitation, child pornography, neglect &amp; exposure to violence #latinxheritagemonth #hispanicheritagemonth https://t.co/eYAA319IpO",WillCountyCAC
104,2022-09-20 01:34:27+00:00,1572036432084041728,Rest up and heal up as much as you can. Keep up the positivity in the down time. I hope you get back to playing the sport you love in due time. 🙏🏾 https://t.co/lBefcdxEIB,ohlaboday
105,2022-09-20 01:23:03+00:00,1572033565898211332,Just ordered a Chicken Parm Pizza and a Chicago Style Beef with Giardiniera from Tony C’s to help me heal quicker. Not really that hungry but I’ll take one 4 the team and let u guys know if it’s good or not. Food Review incoming. https://t.co/W0rRnbWZIX,TeamGumball5
106,2022-09-20 00:49:39+00:00,1572025161305530369,"Yes yes, never wait on someone to get better. Let them heal (or not) alone. https://t.co/QyUSSnzARp",Olliebee123
107,2022-09-20 00:35:10+00:00,1572021516061052930,"@_UncleRufus_ Honestly though, therapy helps. Friends aren’t trained to give you the tools to heal and help you unpack in a healthy manner…and sometimes “friends” shy away when a person is healing.

That therapist is trained to be there thru it all",Cai_Lyfe
108,2022-09-20 00:15:02+00:00,1572016446875774978,Bro black people wanting to be accepted in racist &amp; prejudice spaces while we have our own said spaces or even accepting spaces is our Achilles heal . “ how did Macklemore win a Grammy over Kendrick ??” Y’all really thought them avocado toast eating mfs was bumping GKMC. Lmaoo,NVRCHASE
109,2022-09-20 00:13:29+00:00,1572016057052975105,"@_UncleRufus_ That’s real.

I just wish the men took a moment to truly heal before moving on. Most times they drag the new lady through the baggage of the old stuff. I also wish the women would put themselves out there and date instead of giving up on love totally. 

Both extremes arent good.",Cai_Lyfe
110,2022-09-19 23:44:46+00:00,1572008831215095809,@bobbuilder1966 Oh no! I hope you heal fast!,kariecupcake
111,2022-09-19 23:39:43+00:00,1572007560626184192,Herbs heal pharmaceuticals side effects are scary.  Legalize my medicine marijuana edibles no seizures 9++ years.  Pharmaceuticals tegretol 5 250mg a day averaged 2 seizures a mth 4 totaled cars. https://t.co/5l2P7b4QS6,GMOsbad
112,2022-09-19 23:31:48+00:00,1572005568885444608,"Monte is the proof to why she said she doesn't normally go for guys like Joseph and Monte. 

It's abusive AF to swoop in after someone else actually helped heal wounds.

Ripping them back open? 

Go to hell Monte.

#bb24 https://t.co/iIU0Kyuac5",deMOSThenes0000
113,2022-09-19 23:23:42+00:00,1572003529577082881,"@JoJoFromJerz Take a little to heal, be the best mom you can be, smile often and stay on those idiot radical right wingers jersey girl! 
#killereyes #badassbosslady",sergio_zepeda
114,2022-09-19 23:21:41+00:00,1572003023597060097,Nope. You can’t heal what you can’t name. You aren’t capable naming root causes of crime even. https://t.co/7ngroO0vhl,MplsStew
115,2022-09-19 23:11:29+00:00,1572000453638107136,"@valentinifrank @MauriceBenard @watroswatros @GeneralHospital Why are the writers choosing to keep tormenting Sasha, hasn't she suffered too much already? Gladys, drugs, Liam,drugs again, the demented reporter(he needs to be hooked) &amp; now Brando!  Let Brando live, give her a chance to heal &amp; be happy!  Destroy 1 of the liars Portia &amp; Nina!",Fernie141
116,2022-09-19 23:07:08+00:00,1571999358756732930,@elissaben70 Hi there! Hope you heal completely! https://t.co/rIlqE7aAXh,Terak_the_older
117,2022-09-19 22:59:59+00:00,1571997559291518979,"When we say “I will”, we are saying “I have not yet” so….I Rise, I Heal, I Forgive, I Succeed” … #mondaymotivation #monday #love #lifequotes #affirmations #wellness @ Pilates Manitoba https://t.co/Glg0FfxCbb",PilatesManitoba
118,2022-09-19 22:52:18+00:00,1571995628095381504,We all tryna heal in this mf,AssholeKidd
119,2022-09-19 22:34:26+00:00,1571991132128841728,"@treylance09 Heal up quick, and come back stronger in 2023! https://t.co/aUKiYC908X",TravelBuds710
120,2022-09-19 22:28:35+00:00,1571989657528991744,@yvonnein6 Sorry to hear hope you heal up,ThunderSport303
121,2022-09-19 22:28:06+00:00,1571989535239835648,"I go back to Portland with a COMPLETELY different mentality than when I left back 4 months ago. And even though I know I have ALOT (so much) to grow, heal and learn, I go back with the motivation to rescue myself. To help and rescue others. To simply….become ❤️🫶",_TheVeganVato
122,2022-09-19 22:24:15+00:00,1571988568595374080,@WildCougar_ @NYDailyNews Get a therapist you need to heal the dysfunctional mentality. are you fighting for the modern slavery in Africa or on black on black crime in USA? Or you are just another dysfunctional person the living in the past of your ancestors the you not even know who they where or bury?,germaujewelry
123,2022-09-19 22:22:46+00:00,1571988194144702465,I feel like seeing and playing with a toddler could heal me right now.,darynelweekly
124,2022-09-19 22:21:56+00:00,1571987986052714498,"i save me, i heal me, i got me &amp; i have me.",fineassnayyyy
125,2022-09-19 22:16:09+00:00,1571986531392581635,@joncoopertweets Robin Williams. He was the saddest entertainer who tried to heal the world with love and kindness.,MillionMomsMeet
126,2022-09-19 22:11:36+00:00,1571985386011873282,@treylance09 Heal quickly,david_rettey
127,2022-09-19 22:02:25+00:00,1571983074279178240,As soon as these God damn stab wounds heal I'm getting the names I'll be seeing you for better or worse love you mean it turn the stove on pussy https://t.co/pQpNdyOvCo https://t.co/DHe1p8bEp1,TomWils72591516
128,2022-09-19 21:56:38+00:00,1571981619392614400,"@CardinalDolan Lord, bless Mr. William C. Fisher your faithful one, heal his injuries to his eyes and ears with your miraculous virtues. Keith Wilhelm Texas",KeithAWilhelm
129,2022-09-19 21:55:56+00:00,1571981442552582145,Incredible. Now I hope they find out who really killed Hai so both families can heal. https://t.co/bq4BU3EX9l,NotFlashGordon
130,2022-09-19 21:53:57+00:00,1571980943199719424,"@treylance09 heal up, man. we, the faithfuls, are praying and hoping for a great return! ❤️💛",daphatroan
131,2022-09-19 21:48:46+00:00,1571979637088993282,To Heal the Wounded https://t.co/SGxdYiyyBG,freewillagain
132,2022-09-19 21:34:56+00:00,1571976156509016064,See ya on the field. Heal up…we’ll be waiting for you. https://t.co/gsPj4rb9GW,Jay_Eitner
133,2022-09-19 21:20:59+00:00,1571972648607031296,@treylance09 Heal up! Speedy recovery sir,dwill104
134,2022-09-19 21:16:30+00:00,1571971517503741954,@FMH49962127 Maybe then America will start to heal and we can find peace again#VOTEBLUE🌊,MsEthelB1
135,2022-09-19 21:12:23+00:00,1571970484497182721,@elissaben70 Take care Elissa. One day soon you will be through with this treatment. Rest and heal fast💕🌹💕,fab4screamie
136,2022-09-19 21:01:49+00:00,1571967821302861824,"heal up, we’ll be here when you
get back 🙏🏼 https://t.co/h8vJRaodwd",StevenBabbActs
137,2022-09-19 20:56:55+00:00,1571966589746180097,"@treylance09 ""We can rebuild him. We have the technology. We can make him better than he was. Better, stronger, faster"". 😁

Heal up young man. #FTTB",LoneStarNiner
138,2022-09-19 20:56:42+00:00,1571966535077593089,"Study: Injured brain’s ability to heal may hinge on time of day, circadian rhythms https://t.co/QG1rKrI8Pq",GinadeMiranda2
